"시설명","시설코드","시설종류명(시설유형)","시설종류상세명(시설종류)","자치구(시)구분","시군구코드","시군구명","시설주소","전화번호","우편번호"
"중앙늘푸른대학","C0136178100","(노인복지시설) 노인교실","노인여가복지시설","자치구","1111000000","종로구","서울특별시 종로구 충신길 22 (종로6가)","",""
"문래시니어노인교실","C0136766184","(노인복지시설) 노인교실","노인여가복지시설","자치구","1156000000","영등포구","서울특별시 영등포구 문래로20길 52","",""
"충신평생대학","C0136843644","(노인복지시설) 노인교실","노인여가복지시설","자치구","1117000000","용산구","서울특별시 용산구 이촌로 188 (이촌동)","",""
"시니어행복발전센터","C0140086790","(노인복지시설) 노인복지관","노인여가복지시설","자치구","1156000000","영등포구","서울특별시 영등포구 대림동 899번지 2호 영등포보건분소 2층","",""
"우장산성당 부설 시니어아카데미","C0151939866","(노인복지시설) 노인교실","노인여가복지시설","자치구","1150000000","강서구","서울특별시 강서구 화곡로53길 21 (화곡동)","",""
"등촌1동성당 노인교실 평생대학","C0155048002","(노인복지시설) 노인교실","노인여가복지시설","자치구","1150000000","강서구","서울특별시 강서구 공항대로55길 61 (등촌동, 등촌1동천주교회)","",""
"송파실벗뜨락","C0170708757","(노인복지시설) 노인복지관","노인여가복지시설","자치구","1171000000","송파구","서울특별시 송파구 백제고분로42길 5 (송파동)","",""
"발산동성당볏고을시니어아카데미","C0173190370","(노인복지시설) 노인교실","노인여가복지시설","자치구","1150000000","강서구","서울특별시 강서구 강서로45다길 12-27 (화곡동, 발산동성당)","",""
"동천노년교실","C0180004812","(노인복지시설) 노인교실","노인여가복지시설","자치구","1156000000","영등포구","서울특별시 영등포구 신길로40길 10 (신길동)","",""
"백영관대학","C0182554230","(노인복지시설) 노인교실","노인여가복지시설","자치구","1150000000","강서구","서울특별시 강서구 금낭화로 52 (방화동)","",""
"양천실버교실","C0184193791","(노인복지시설) 노인교실","노인여가복지시설","자치구","1147000000","양천구","서울특별시 양천구 신월로24길 8 (신월동)","",""
"서림동 현대아파트 실버교실","C0189818842","(노인복지시설) 노인교실","노인여가복지시설","자치구","1162000000","관악구","서울특별시 관악구 신림로29길 8 (신림동, 신림현대아파트 경로당)","",""
"망우동성당 늘푸른대학 노인교실","C0190809851","(노인복지시설) 노인교실","노인여가복지시설","자치구","1126000000","중랑구","서울특별시 중랑구 봉우재로65길 13 (망우동)","",""
"양원성당 시니어아카데미","C0190814322","(노인복지시설) 노인교실","노인여가복지시설","자치구","1126000000","중랑구","서울특별시 중랑구 양원역로 89 (망우동)","",""
"양천교회 청춘교실","C0190992784","(노인복지시설) 노인교실","노인여가복지시설","자치구","1150000000","강서구","서울특별시 강서구 양천로47가길 25-10 (가양동, 양천교회)","",""
"강남노아대학 노인교실","C0191160447","(노인복지시설) 노인교실","노인여가복지시설","자치구","1168000000","강남구","서울특별시 강남구 헌릉로637길 12 (세곡동, 강남제일교회)","",""
"성북구립 정릉실버복지센터","C0193378491","(노인복지시설) 노인복지관","노인여가복지시설","자치구","1129000000","성북구","서울특별시 성북구 솔샘로 8 (정릉동)","",""
"은평교회 늘푸른 대학","C0198909497","(노인복지시설) 노인교실","노인여가복지시설","자치구","1138000000","은평구","서울특별시 은평구 응암로 376, 5층 (녹번동)","",""
"중화동성당 바오로대학 노인교실","C0206331598","(노인복지시설) 노인교실","노인여가복지시설","자치구","1126000000","중랑구","서울특별시 중랑구 동일로134길 3 (중화동)","",""
"강서50플러스센터","C0295953542","(노인복지시설) 노인교실","노인여가복지시설","자치구","1150000000","강서구","서울특별시 강서구 강서로56가길 166, 203동 지하1~2층 (등촌동)","",""
"성요셉아카데미","C0296433103","(노인복지시설) 노인교실","노인여가복지시설","자치구","1168000000","강남구","서울특별시 강남구 도곡로 540 (대치동)","",""
"천주교세곡동성당시니어아카데미","C0608063483","(노인복지시설) 노인교실","노인여가복지시설","자치구","1168000000","강남구","서울특별시 강남구 밤고개로21길 50 (율현동, 천주교 세곡동성당)","",""
"주영광시니어대학","C0608063593","(노인복지시설) 노인교실","노인여가복지시설","자치구","1174000000","강동구","서울특별시 강동구 아리수로93가길 34 (강일동)","",""
"목천교회 노인교실","C0608064115","(노인복지시설) 노인교실","노인여가복지시설","자치구","1126000000","중랑구","서울특별시 중랑구 용마산로 432 (면목동)","",""
"구립 자양노인복지관","C0608070655","(노인복지시설) 노인복지관","노인여가복지시설","자치구","1121500000","광진구","서울특별시 광진구 뚝섬로56길 20 (자양동)","",""
"용마산 성당 사랑 시니어 아카데미","C0608070862","(노인복지시설) 노인교실","노인여가복지시설","자치구","1126000000","중랑구","서울특별시 중랑구 면목로27나길 32 (면목동)","",""
"상봉 시니어 아카데미","C0608071148","(노인복지시설) 노인교실","노인여가복지시설","자치구","1126000000","중랑구","서울특별시 중랑구 면목로92길 34 (상봉동)","",""
"망우교회 어르신대학","C0608082237","(노인복지시설) 노인교실","노인여가복지시설","자치구","1126000000","중랑구","서울특별시 중랑구 용마산로112나길 7 (망우동)","",""
"구립 수락노인종합복지관","C0608088053","(노인복지시설) 노인복지관","노인여가복지시설","자치구","1135000000","노원구","서울특별시 노원구 수락산로 214 (상계동)","",""
"더 블레싱","C0608095904","(노인복지시설) 노인교실","노인여가복지시설","자치구","1168000000","강남구","서울특별시 강남구 논현로132길 18 (논현동, 서울영동교회)","",""
"은빛학교","C0608098168","(노인복지시설) 노인교실","노인여가복지시설","자치구","1144000000","마포구","서울특별시 마포구 독막로 189 (신수동)","",""
"은평노인대학","C0608104541","(노인복지시설) 노인교실","노인여가복지시설","자치구","1138000000","은평구","서울특별시 은평구 통일로 767, B117호 (대조동, 베르디움 STAY1)","",""
"오손도손시니어대학","C0608114710","(노인복지시설) 노인교실","노인여가복지시설","자치구","1132000000","도봉구","서울특별시 도봉구 도당로13길 22, 3층 (방학동)","",""
"(사)대한노인회관악구지회 부설 노인대학","C0608119221","(노인복지시설) 노인교실","노인여가복지시설","자치구","1162000000","관악구","서울특별시 관악구 관악로5길 95, 1층 (봉천동)","",""
"송정동노인복지관","C0608129449","(노인복지시설) 노인복지관","노인여가복지시설","자치구","1120000000","성동구","서울특별시 성동구 송정18가길 9, 2층 (송정동)","",""
"노원어르신휴센터","C0608134483","(노인복지시설) 노인교실","노인여가복지시설","자치구","1135000000","노원구","서울특별시 노원구 동일로 1456, 711동동 1207호 (상계동, 상계주공아파트)","",""
"법장사 노인교실","C0608142341","(노인복지시설) 노인교실","노인여가복지시설","자치구","1126000000","중랑구","서울특별시 중랑구 숙선옹주로 69 (묵동)","",""
"동일교회 경로대학","C0608144844","(노인복지시설) 노인교실","노인여가복지시설","자치구","1126000000","중랑구","서울특별시 중랑구 면목로35길 21 (면목동)","",""
"목동시니어 스마트교육센터","C0608145024","(노인복지시설) 노인교실","노인여가복지시설","자치구","1147000000","양천구","서울특별시 양천구 등촌로 208, 2층 (목동)","",""
"학리시니어센터","C0608170148","(노인복지시설) 노인교실","노인여가복지시설","자치구","1168000000","강남구","서울특별시 강남구 학동로47길 30 (논현동)","",""
"100세 건강플러스","C0608208533","(노인복지시설) 노인교실","노인여가복지시설","자치구","1130500000","강북구","서울특별시 강북구 오현로 208 (번동, 번동주공3단지아파트 309동 주민복지관-2)","",""
"상도은빛복지관","C0608275303","(노인복지시설) 노인복지관","노인여가복지시설","자치구","1159000000","동작구","서울특별시 동작구 매봉로 36 (상도1동)","",""
"영동실버대학","C0608330198","(노인복지시설) 노인교실","노인여가복지시설","자치구","1168000000","강남구","서울특별시 강남구 논현로6길 6 (개포동)","",""
"은평카리스스쿨","C0608330209","(노인복지시설) 노인교실","노인여가복지시설","자치구","1138000000","은평구","서울특별시 은평구 진흥로15길 22-20 (불광동)","",""
"꿈꾸는 할롬 모임(할롬교실)","C0608335756","(노인복지시설) 노인교실","노인여가복지시설","자치구","1144000000","마포구","서울특별시 마포구 월드컵로42길 55 (상암동)","",""
"옹기시니어아카데미","C0608337179","(노인복지시설) 노인교실","노인여가복지시설","자치구","1126000000","중랑구","서울특별시 중랑구 신내로7나길 5 (신내동)","",""
"꿈비","C0608337231","(노인복지시설) 노인교실","노인여가복지시설","자치구","1138000000","은평구","서울특별시 은평구 증산로11길 7-12 (증산동)","",""
"반포느티나무쉼터","C0608462699","(노인복지시설) 노인복지관","노인여가복지시설","자치구","1165000000","서초구","서울특별시 서초구 신반포로 127, 4층 (반포동, 반포2동열린문화센터)","",""
"은곡시니어센터","C0608954392","(노인복지시설) 노인교실","노인여가복지시설","자치구","1168000000","강남구","서울특별시 강남구 헌릉로571길 48 (세곡동)","",""
"문정노인종합복지관","C0608954445","(노인복지시설) 노인복지관","노인여가복지시설","자치구","1171000000","송파구","서울특별시 송파구 송이로37길 11 (문정동)","",""
"삼성시니어센터","C0609064754","(노인복지시설) 노인교실","노인여가복지시설","자치구","1168000000","강남구","서울특별시 강남구 봉은사로111길 18-3 (삼성동)","",""
"동백꽃노인종합복지관","C0609131597","(노인복지시설) 노인복지관","노인여가복지시설","자치구","1123000000","동대문구","서울특별시 동대문구 전농동 146번지","",""
"동백꽃노인종합복지관","C0609131599","(노인복지시설) 노인복지관","노인여가복지시설","자치구","1123000000","동대문구","서울특별시 동대문구 전농동 146번지","",""
"에버그린 교실","C0609364141","(노인복지시설) 노인교실","노인여가복지시설","자치구","1144000000","마포구","서울특별시 마포구 마포대로 197-1 (아현동, 아현장로교회)","",""
"용두동교회 평생대학(노인교실)","C0609451583","(노인복지시설) 노인교실","노인여가복지시설","자치구","1123000000","동대문구","서울특별시 동대문구 왕산로17길 14 (용두동)","",""
"용두동교회 평생대학(노인교실)","C0609451586","(노인복지시설) 노인교실","노인여가복지시설","자치구","1123000000","동대문구","서울특별시 동대문구 왕산로17길 14 (용두동)","",""
"면목 야고보대학","C0609492239","(노인복지시설) 노인교실","노인여가복지시설","자치구","1126000000","중랑구","서울특별시 중랑구 면목로58길 41 (면목동)","",""
"동대문성당 시니어대학","C0609522799","(노인복지시설) 노인교실","노인여가복지시설","자치구","1111000000","종로구","서울특별시 종로구 난계로25길 54 (숭인동, 동대문성당)","",""
"행복한 미라클시니어아카데미","C0609565860","(노인복지시설) 노인교실","노인여가복지시설","자치구","1121500000","광진구","서울특별시 광진구 능동로47길 15, 2층 (중곡동)","",""
"행복한 미라클시니어아케데미","C0609565861","(노인복지시설) 노인교실","노인여가복지시설","자치구","1121500000","광진구","서울특별시 광진구 능동로47길 15, 2층 (중곡동)","",""
"수서시니어아카데미","C0609565916","(노인복지시설) 노인교실","노인여가복지시설","자치구","1168000000","강남구","서울특별시 강남구 광평로 199 (수서동)","",""
"행복한 미라클시니어아카데미","C0609575153","(노인복지시설) 노인교실","노인여가복지시설","자치구","1121500000","광진구","서울특별시 광진구 능동로47길 15, 2층 (중곡동)","",""
"강남구립 도곡1노인복지관","C0609608169","(노인복지시설) 노인복지관","노인여가복지시설","자치구","1168000000","강남구","서울특별시 강남구 강남대로44길 25 (도곡동)","",""
"왕십리2동노인복지관","C0609620191","(노인복지시설) 노인복지관","노인여가복지시설","자치구","1120000000","성동구","서울특별시 성동구 무학봉길 69 (하왕십리동)","",""
"선정시니어센터","C0609630155","(노인복지시설) 노인교실","노인여가복지시설","자치구","1168000000","강남구","서울특별시 강남구 선릉로105길 5 (역삼동)","",""
"관악어르신행복센터","C0609677430","(노인복지시설) 노인교실","노인여가복지시설","자치구","1162000000","관악구","서울특별시 관악구 관악로5길 95 (봉천동, 1층)","",""
"동대문50플러스센터","C0609691202","(노인복지시설) 노인교실","노인여가복지시설","자치구","1123000000","동대문구","서울특별시 동대문구 외대역동로5길 18 (휘경동, 동대문50플러스센터)","",""
"사당솔밭도서관 노인교실","C0609695591","(노인복지시설) 노인교실","노인여가복지시설","자치구","1159000000","동작구","서울특별시 동작구 솔밭로 86 (사당동)","",""
"종로구지회 부설 노인대학","C0609714719","(노인복지시설) 노인교실","노인여가복지시설","자치구","1111000000","종로구","서울특별시 종로구 대학로3길 14, 3층 (효제동, (북촌별관) 북촌로5가길 17-7)","",""
"김영삼도서관","C0609723116","(노인복지시설) 노인교실","노인여가복지시설","자치구","1159000000","동작구","서울특별시 동작구 매봉로 1 (상도1동)","",""
"꿈꾸는 실버아카데미","C0609729032","(노인복지시설) 노인교실","노인여가복지시설","자치구","1123000000","동대문구","서울특별시 동대문구 한천로58길 47 (이문동, 쌍용아파트)","",""
"강서구립마곡어르신복지관","C0609732365","(노인복지시설) 노인복지관","노인여가복지시설","자치구","1150000000","강서구","서울특별시 강서구 마곡중앙5로 43 (마곡동)","",""
"방배4동 느티나무쉼터","C0609740087","(노인복지시설) 노인복지관","노인여가복지시설","자치구","1165000000","서초구","서울특별시 서초구 방배중앙로 118, 2층 (방배동, 서초 시니어플라자)","",""
"포이시니어센터","C0609740344","(노인복지시설) 노인교실","노인여가복지시설","자치구","1168000000","강남구","서울특별시 강남구 논현로16길 11, 1층 (개포동)","",""
"구파발성당 예수성심대학","C0609740449","(노인복지시설) 노인교실","노인여가복지시설","자치구","1138000000","은평구","서울특별시 은평구 진관2로 29-16 (진관동, 구파발성당)","",""
"청구노인복지센터(분관)","F00249","(노인복지시설) 노인복지관(소규모)","노인여가복지시설","자치구","1114000000","중구","서울특별시 중구 청구로3길 69 (신당동)","",""
"금천한내어르신복지센터","F03847","(노인복지시설) 노인복지관(소규모)","노인여가복지시설","자치구","1154500000","금천구","서울특별시 금천구 한내로 69-15 (독산동, 주공13단지아파트)","",""
"반석노인교실","F03957","(노인복지시설) 노인교실","노인여가복지시설","자치구","1154500000","금천구","서울특별시 금천구 독산로78길 20 (독산동)","",""
"성가정시니어아카데미","F03958","(노인복지시설) 노인교실","노인여가복지시설","자치구","1154500000","금천구","서울특별시 금천구 두산로5길 19독산1동성당 (독산동)","",""
"시흥노인교실","F03959","(노인복지시설) 노인교실","노인여가복지시설","자치구","1154500000","금천구","서울특별시 금천구 금하로23다길 8 (시흥동)","",""
"신일노인교실","F03960","(노인복지시설) 노인교실","노인여가복지시설","자치구","1154500000","금천구","서울특별시 금천구 시흥대로90길 25신일교회 (독산동)","",""
"제일노인교실","F03961","(노인복지시설) 노인교실","노인여가복지시설","자치구","1154500000","금천구","서울특별시 금천구 탑골로2길 56제일교회 (시흥동)","",""
"행복시니어아카데미","F03962","(노인복지시설) 노인교실","노인여가복지시설","자치구","1154500000","금천구","서울특별시 금천구 독산로38길 10시흥4동성당 (시흥동)","",""
"금천어르신복지센터","F04655","(노인복지시설) 노인교실","노인여가복지시설","자치구","1154500000","금천구","서울특별시 금천구 범안로17길 22 (독산동)","",""
"시흥중앙교회 시니어아카데미","F04691","(노인복지시설) 노인교실","노인여가복지시설","자치구","1154500000","금천구","서울특별시 금천구 시흥대로72길 13 (시흥동)","",""
"구립 수락노인종합복지관","F14041","(노인복지시설) 노인복지관","노인여가복지시설","자치구","1135000000","노원구","서울특별시 노원구 수락산로 214상계동 (상계동)","",""
"구립용마경로복지관","G0434","(노인복지시설) 노인복지관","노인여가복지시설","자치구","1126000000","중랑구","서울특별시 중랑구 용마산로94길 98 (면목동)","",""
"인왕노인복지관","G0723","(노인복지시설) 노인복지관","노인여가복지시설","자치구","1141000000","서대문구","서울특별시 서대문구 통일로26길 12-5 (홍제동)","",""
"용강 노인복지관","G0811","(노인복지시설) 노인복지관","노인여가복지시설","자치구","1144000000","마포구","서울특별시 마포구 토정로31길 31 (용강동)","",""
"목동어르신복지관","G1269","(노인복지시설) 노인복지관","노인여가복지시설","자치구","1147000000","양천구","서울특별시 양천구 목동중앙로3길 21 (목동)","",""
"사당어르신종합복지관","G1437","(노인복지시설) 노인복지관","노인여가복지시설","자치구","1159000000","동작구","서울특별시 동작구 남부순환로 2081 (사당동, 사당노인종합복지관)","",""
"동작50+센터","G1664","(노인복지시설) 노인교실","노인여가복지시설","자치구","1159000000","동작구","서울특별시 동작구 노량진로 140 (노량진동, 메가스터디타워 2층)","",""
"구립영등포어르신복지센터","G1685","(노인복지시설) 노인교실","노인여가복지시설","자치구","1156000000","영등포구","서울특별시 영등포구 영등포동 645 번지 20 호","",""
"영등포50플러스센터","G1782","(노인복지시설) 노인교실","노인여가복지시설","자치구","1156000000","영등포구","서울특별시 영등포구 여의도동 56번지 1호","",""
"강남구립 압구정노인복지관","G2071","(노인복지시설) 노인복지관","노인여가복지시설","자치구","1168000000","강남구","서울특별시 강남구 도산대로53길 5 (신사동)","",""
"노원50플러스센터","G2529","(노인복지시설) 노인교실","노인여가복지시설","자치구","1135000000","노원구","서울특별시 노원구 노원로30길 73 (상계동)","",""
"송파실벗뜨락","G2581","(노인복지시설) 노인복지관","노인여가복지시설","자치구","1171000000","송파구","서울특별시 송파구 백제고분로42길 5 (송파동)","",""
"사근동노인복지관","G2855","(노인복지시설) 노인복지관","노인여가복지시설","자치구","1120000000","성동구","서울특별시 성동구 사근동길 37, 2층 (사근동)","",""
"밝은내어르신복지센터","G3369","(노인복지시설) 노인복지관","노인여가복지시설","자치구","1147000000","양천구","서울특별시 양천구 지양로14길 17, 4층 (신월동, 신월7동주민센터)","",""
"구립대조노인복지관","G3614","(노인복지시설) 노인복지관","노인여가복지시설","자치구","1138000000","은평구","서울특별시 은평구 역말로9길 대조노인복지관 대조 동","",""
"청춘아카데미","G3763","(노인복지시설) 노인교실","노인여가복지시설","자치구","1162000000","관악구","서울특별시 관악구 방천길 39 (신림동)","",""
"구립신내경로복지관","G3875","(노인복지시설) 노인복지관","노인여가복지시설","자치구","1126000000","중랑구","서울특별시 중랑구 망우로65길 20 (신내동)","",""
"월계노인복지관","G4109","(노인복지시설) 노인복지관(소규모)","노인여가복지시설","자치구","1135000000","노원구","서울특별시 노원구 월계동  936번지","",""
"성북구립 석관실버복지센터","G4165","(노인복지시설) 노인복지관","노인여가복지시설","자치구","1129000000","성북구","서울특별시 성북구 화랑로32길 88 (석관동)","",""
"성북구립 정릉실버복지센터","G4230","(노인복지시설) 노인복지관(소규모)","노인여가복지시설","자치구","1129000000","성북구","서울특별시 성북구 솔샘로 8 (정릉동)","",""
"성북50플러스센터","G4573","(노인복지시설) 노인교실","노인여가복지시설","자치구","1129000000","성북구","서울특별시 성북구 지봉로24길 26 (보문동5가)","",""
"서초구립느티나무쉼터","G4645","(노인복지시설) 노인복지관(소규모)","노인여가복지시설","자치구","1165000000","서초구","서울특별시 서초구 염곡말길 느티나무쉼터","",""
"성수1가2동노인복지관","G4813","(노인복지시설) 노인복지관","노인여가복지시설","자치구","1120000000","성동구","서울특별시 성동구 왕십리로5길 3, 6층 (성수동1가, 성수1가2동 공공복합청사)","",""
"성북구립 삼선실버복지센터","G5082","(노인복지시설) 노인복지관(소규모)","노인여가복지시설","자치구","1129000000","성북구","서울특별시 성북구 삼선교로18길 41 (삼선동5가)","",""
"매봉시니어센터","G5500","(노인복지시설) 노인교실","노인여가복지시설","자치구","1168000000","강남구","서울특별시 강남구 남부순환로378길 20, 1층-지하1층 (도곡동)","",""
"서서울어르신복지관","G5617","(노인복지시설) 노인복지관","노인여가복지시설","자치구","1147000000","양천구","서울특별시 양천구 가로공원로60가길 16 (신월동)","",""
"금천한내어르신복지센터","G6471","(노인복지시설) 노인복지관","노인여가복지시설","자치구","1154500000","금천구","서울특별시 금천구 한내로 69-15, 4층 (독산동, 독산1동 분소지역 복지관)","",""
"금천어르신복지센터","G6756","(노인복지시설) 노인교실","노인여가복지시설","자치구","1154500000","금천구","서울특별시 금천구 범안로17길 22 (독산동)","",""
"서초50플러스센터","G8867","(노인복지시설) 노인교실","노인여가복지시설","자치구","1165000000","서초구","서울특별시 서초구 염곡말길 9 (염곡동)","",""
"방배느티나무쉼터","G9616","(노인복지시설) 노인복지관(소규모)","노인여가복지시설","자치구","1165000000","서초구","서울특별시 서초구 남부순환로287길 17-4 (방배동)","",""
"청춘만세 창동어르신문화센터","P1497","(노인복지시설) 노인교실","노인여가복지시설","자치구","1132000000","도봉구","서울특별시 도봉구 마들로 536, 5층 (창동)","",""
"용답동노인복지관","P3909","(노인복지시설) 노인복지관","노인여가복지시설","자치구","1120000000","성동구","서울특별시 성동구 용답동  183번지 3호","",""
"강북50플러스센터","P3949","(노인복지시설) 노인교실","노인여가복지시설","자치구","1130500000","강북구","서울특별시 강북구 오현로9길 49 (미아동)","",""
"서초구립방배노인종합복지관","Z0629","(노인복지시설) 노인복지관","노인여가복지시설","자치구","1165000000","서초구","서울특별시 서초구 방배천로 48 (방배동)","",""